Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday
Other_Activity,2011-07-13 16:49:25,1.4333333333333333,0,0.0,Wednesday,0
Toilet,2011-07-13 16:50:51,1.0833333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-13 16:51:58,1.4,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 16:53:22,21.5,0,0.0,Wednesday,0
Other_Activity,2011-07-13 17:15:50,316.9,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 22:34:06,17.933333333333334,0,0.0,Wednesday,0
Drink,2011-07-13 22:53:29,1.3,0,0.0,Wednesday,0
Dress,2011-07-13 22:56:45,2.6666666666666665,0,0.0,Wednesday,0
Personal_Hygiene,2011-07-13 22:59:43,1.6666666666666667,0,0.0,Wednesday,0
Watch_TV,2011-07-13 23:01:36,11.416666666666666,0,0.0,Wednesday,0
Watch_TV,2011-07-13 23:14:02,8.183333333333334,0,0.0,Wednesday,0
Watch_TV,2011-07-13 23:23:05,17.816666666666666,0,0.0,Wednesday,0
Sleep,2011-07-13 23:41:35,441.68333333333334,1,2.8833333333333333,Wednesday,0
Personal_Hygiene,2011-07-14 07:06:53,8.333333333333334,0,0.0,Thursday,0
Cook_Breakfast,2011-07-14 07:15:54,2.15,0,0.0,Thursday,0
Other_Activity,2011-07-14 07:18:03,3.933333333333333,0,0.0,Thursday,0
Read,2011-07-14 07:22:02,19.683333333333334,0,0.0,Thursday,0
Cook_Breakfast,2011-07-14 07:41:49,2.6166666666666667,0,0.0,Thursday,0
Eat_Breakfast,2011-07-14 07:44:51,10.6,0,0.0,Thursday,0
Read,2011-07-14 07:55:27,6.366666666666666,0,0.0,Thursday,0
Personal_Hygiene,2011-07-14 08:02:18,5.966666666666667,0,0.0,Thursday,0
Dress,2011-07-14 08:08:32,3.183333333333333,0,0.0,Thursday,0
Other_Activity,2011-07-14 08:11:43,1.8833333333333333,0,0.0,Thursday,0
Toilet,2011-07-14 08:13:39,1.9666666666666666,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 08:16:54,9.316666666666666,0,0.0,Thursday,0
Leave_Home,2011-07-14 08:27:01,1.6166666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-14 08:28:38,7.55,0,0.0,Thursday,0
Other_Activity,2011-07-14 08:36:21,1.1,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 08:37:44,56.21666666666667,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 09:36:16,9.783333333333333,0,0.0,Thursday,0
Leave_Home,2011-07-14 09:46:33,2.066666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-14 09:48:37,43.266666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-14 10:32:05,1.65,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 10:34:55,25.666666666666668,0,0.0,Thursday,0
Toilet,2011-07-14 11:01:26,2.3333333333333335,0,0.0,Thursday,0
Other_Activity,2011-07-14 11:03:46,1.9666666666666666,0,0.0,Thursday,0
Step_Out,2011-07-14 11:05:44,2.8833333333333333,0,0.0,Thursday,0
Drink,2011-07-14 11:09:13,2.35,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 11:12:27,77.26666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-14 12:29:43,2.183333333333333,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 12:31:54,7.166666666666667,0,0.0,Thursday,0
Cook_Lunch,2011-07-14 12:39:13,6.2,0,0.0,Thursday,0
Cook_Lunch,2011-07-14 12:46:12,2.4,0,0.0,Thursday,0
Other_Activity,2011-07-14 12:48:36,3.683333333333333,0,0.0,Thursday,0
Eat_Lunch,2011-07-14 12:52:53,15.083333333333334,0,0.0,Thursday,0
Other_Activity,2011-07-14 13:07:58,1.1333333333333333,0,0.0,Thursday,0
Other_Activity,2011-07-14 13:10:48,1.6166666666666667,0,0.0,Thursday,0
Personal_Hygiene,2011-07-14 13:13:15,1.9166666666666667,0,0.0,Thursday,0
Work_At_Desk,2011-07-14 13:15:20,2.3,0,0.0,Thursday,0
Leave_Home,2011-07-14 13:17:48,1.55,0,0.0,Thursday,0
Other_Activity,2011-07-14 13:19:21,22.516666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-14 13:42:05,1.7333333333333334,0,0.0,Thursday,0
Leave_Home,2011-07-14 13:43:51,1.25,0,0.0,Thursday,0
Other_Activity,2011-07-14 13:45:06,60.05,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 14:46:18,3.8833333333333333,0,0.0,Thursday,0
Toilet,2011-07-14 14:50:53,1.1666666666666667,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 14:52:18,5.366666666666666,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 14:58:19,42.1,0,0.0,Thursday,0
Personal_Hygiene,2011-07-14 15:40:56,4.983333333333333,0,0.0,Thursday,0
Dress,2011-07-14 15:46:07,4.9,0,0.0,Thursday,0
Dress,2011-07-14 15:51:35,3.8,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 15:55:57,35.78333333333333,0,0.0,Thursday,0
Leave_Home,2011-07-14 16:31:56,1.1,0,0.0,Thursday,0
Other_Activity,2011-07-14 16:33:02,8.25,0,0.0,Thursday,0
Drink,2011-07-14 16:41:33,1.4333333333333333,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 16:43:08,15.766666666666667,0,0.0,Thursday,0
Leave_Home,2011-07-14 16:59:02,1.5333333333333334,0,0.0,Thursday,0
Other_Activity,2011-07-14 17:00:34,27.116666666666667,0,0.0,Thursday,0
Enter_Home,2011-07-14 17:27:41,1.1166666666666667,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 17:28:53,10.016666666666667,0,0.0,Thursday,0
Step_Out,2011-07-14 17:39:03,6.066666666666666,0,0.0,Thursday,0
Work,2011-07-14 17:45:25,1.9833333333333334,0,0.0,Thursday,0
Cook_Dinner,2011-07-14 17:47:31,4.266666666666667,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 17:53:01,4.416666666666667,0,0.0,Thursday,0
Cook_Dinner,2011-07-14 17:57:43,2.0166666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-14 17:59:45,1.5333333333333334,0,0.0,Thursday,0
Other_Activity,2011-07-14 18:03:50,8.416666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-14 18:13:49,8.1,0,0.0,Thursday,0
Other_Activity,2011-07-14 18:23:35,4.883333333333334,0,0.0,Thursday,0
Wash_Dinner_Dishes,2011-07-14 18:28:44,2.5833333333333335,0,0.0,Thursday,0
Watch_TV,2011-07-14 18:31:42,44.266666666666666,0,0.0,Thursday,0
Dress,2011-07-14 19:16:04,1.55,0,0.0,Thursday,0
Toilet,2011-07-14 19:18:29,1.4,0,0.0,Thursday,0
Dress,2011-07-14 19:20:30,2.8333333333333335,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 19:24:02,27.7,0,0.0,Thursday,0
Other_Activity,2011-07-14 19:51:44,2.1666666666666665,0,0.0,Thursday,0
Toilet,2011-07-14 19:53:54,1.8166666666666667,0,0.0,Thursday,0
Leave_Home,2011-07-14 19:55:53,5.766666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-14 20:01:39,154.51666666666668,0,0.0,Thursday,0
Work_On_Computer,2011-07-14 22:36:30,14.966666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-14 22:51:28,1.4666666666666666,0,0.0,Thursday,0
Cook,2011-07-14 22:52:58,3.683333333333333,0,0.0,Thursday,0
Eat,2011-07-14 22:56:48,18.533333333333335,0,0.0,Thursday,0
Evening_Meds,2011-07-14 23:15:30,1.25,0,0.0,Thursday,0
Dress,2011-07-14 23:17:21,2.2333333333333334,0,0.0,Thursday,0
Read,2011-07-14 23:20:42,29.616666666666667,0,0.0,Thursday,0
Sleep,2011-07-14 23:50:19,393.81666666666666,1,1.95,Thursday,0
Toilet,2011-07-15 06:27:11,3.6333333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 06:31:21,1.3833333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 06:33:00,4.85,0,0.0,Friday,0
Bathe,2011-07-15 06:37:51,7.816666666666666,0,0.0,Friday,0
Groom,2011-07-15 06:45:40,4.683333333333334,0,0.0,Friday,0
Dress,2011-07-15 06:50:42,8.4,0,0.0,Friday,0
Morning_Meds,2011-07-15 06:59:18,1.6333333333333333,0,0.0,Friday,0
Read,2011-07-15 07:01:30,10.016666666666667,0,0.0,Friday,0
Cook_Breakfast,2011-07-15 07:11:51,1.9166666666666667,0,0.0,Friday,0
Eat_Breakfast,2011-07-15 07:13:57,14.95,0,0.0,Friday,0
Read,2011-07-15 07:28:54,21.083333333333332,0,0.0,Friday,0
Personal_Hygiene,2011-07-15 07:50:56,6.333333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 07:57:19,1.55,0,0.0,Friday,0
Leave_Home,2011-07-15 07:58:52,1.8666666666666667,0,0.0,Friday,0
Other_Activity,2011-07-15 08:00:44,478.06666666666666,0,0.0,Friday,0
Other_Activity,2011-07-15 15:59:09,131.63333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 18:11:16,1.0333333333333334,0,0.0,Friday,0
Drink,2011-07-15 18:12:18,1.2333333333333334,0,0.0,Friday,0
Work_On_Computer,2011-07-15 18:13:41,18.0,0,0.0,Friday,0
Other_Activity,2011-07-15 18:31:41,6.15,0,0.0,Friday,0
Watch_TV,2011-07-15 18:37:50,5.333333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 18:43:10,8.883333333333333,0,0.0,Friday,0
Drink,2011-07-15 18:52:13,1.6666666666666667,0,0.0,Friday,0
Other_Activity,2011-07-15 18:54:00,14.116666666666667,0,0.0,Friday,0
Toilet,2011-07-15 19:09:43,1.6833333333333333,0,0.0,Friday,0
Work,2011-07-15 19:11:33,5.85,0,0.0,Friday,0
Leave_Home,2011-07-15 19:17:27,1.2,0,0.0,Friday,0
Other_Activity,2011-07-15 19:18:39,136.25,0,0.0,Friday,0
Cook,2011-07-15 21:35:48,3.433333333333333,0,0.0,Friday,0
Eat,2011-07-15 21:39:27,15.5,0,0.0,Friday,0
Work_On_Computer,2011-07-15 21:55:04,3.816666666666667,0,0.0,Friday,0
Work_On_Computer,2011-07-15 21:59:49,1.4333333333333333,0,0.0,Friday,0
Other_Activity,2011-07-15 22:01:15,1.7666666666666666,0,0.0,Friday,0
Work_On_Computer,2011-07-15 22:03:01,3.6,0,0.0,Friday,0
Work_On_Computer,2011-07-15 22:07:07,43.63333333333333,0,0.0,Friday,0
Groom,2011-07-15 22:51:15,2.45,0,0.0,Friday,0
Dress,2011-07-15 22:55:14,2.95,0,0.0,Friday,0
Read,2011-07-15 22:58:11,4.55,0,0.0,Friday,0
Sleep,2011-07-15 23:03:37,375.0,1,2.316666666666667,Friday,0
Personal_Hygiene,2011-07-16 05:21:34,1.7,0,0.0,Saturday,1
Personal_Hygiene,2011-07-16 05:23:16,19.483333333333334,0,0.0,Saturday,1
Other_Activity,2011-07-16 05:42:50,6.433333333333334,0,0.0,Saturday,1
Dress,2011-07-16 05:49:22,2.4,0,0.0,Saturday,1
Groom,2011-07-16 05:52:29,3.8666666666666667,0,0.0,Saturday,1
Cook_Breakfast,2011-07-16 05:56:31,2.65,0,0.0,Saturday,1
Eat_Breakfast,2011-07-16 06:00:21,13.983333333333333,0,0.0,Saturday,1
Read,2011-07-16 06:14:20,29.7,0,0.0,Saturday,1
Toilet,2011-07-16 06:45:16,3.033333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-16 06:49:11,2.466666666666667,0,0.0,Saturday,1
Leave_Home,2011-07-16 06:51:39,1.45,0,0.0,Saturday,1
Other_Activity,2011-07-16 06:53:06,859.0833333333334,0,0.0,Saturday,1
Other_Activity,2011-07-16 21:12:29,1.5166666666666666,0,0.0,Saturday,1
Drink,2011-07-16 21:14:47,1.8333333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-16 21:16:42,1.0666666666666667,0,0.0,Saturday,1
Work_On_Computer,2011-07-16 21:17:46,38.11666666666667,0,0.0,Saturday,1
Other_Activity,2011-07-16 21:56:40,2.3333333333333335,0,0.0,Saturday,1
Leave_Home,2011-07-16 21:59:02,7.45,0,0.0,Saturday,1
Work_On_Computer,2011-07-16 22:07:36,18.166666666666668,0,0.0,Saturday,1
Work_On_Computer,2011-07-16 22:26:19,16.633333333333333,0,0.0,Saturday,1
Dress,2011-07-16 22:43:47,1.3333333333333333,0,0.0,Saturday,1
Wash_Dishes,2011-07-16 22:45:29,4.116666666666666,0,0.0,Saturday,1
Toilet,2011-07-16 22:50:54,1.6666666666666667,0,0.0,Saturday,1
Other_Activity,2011-07-16 22:52:39,2.5166666666666666,0,0.0,Saturday,1
Sleep,2011-07-16 22:55:10,414.3,1,2.1,Saturday,1
Other_Activity,2011-07-17 05:53:14,2.9166666666666665,0,0.0,Sunday,1
Personal_Hygiene,2011-07-17 05:56:09,6.35,0,0.0,Sunday,1
Bathe,2011-07-17 06:02:30,6.716666666666667,0,0.0,Sunday,1
Groom,2011-07-17 06:09:14,3.5833333333333335,0,0.0,Sunday,1
Dress,2011-07-17 06:13:24,7.216666666666667,0,0.0,Sunday,1
Dress,2011-07-17 06:22:36,2.4833333333333334,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:25:27,2.85,0,0.0,Sunday,1
Relax,2011-07-17 06:28:18,4.25,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:32:36,2.4833333333333334,0,0.0,Sunday,1
Groom,2011-07-17 06:35:34,2.0833333333333335,0,0.0,Sunday,1
Read,2011-07-17 06:38:51,1.9666666666666666,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:40:49,5.633333333333334,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:46:30,1.05,0,0.0,Sunday,1
Read,2011-07-17 06:48:42,2.1,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:50:48,1.5166666666666666,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:52:22,1.7333333333333334,0,0.0,Sunday,1
Read,2011-07-17 06:54:09,1.3,0,0.0,Sunday,1
Other_Activity,2011-07-17 06:55:27,9.483333333333333,0,0.0,Sunday,1
Other_Activity,2011-07-17 07:05:27,5.9,0,0.0,Sunday,1
Toilet,2011-07-17 07:12:51,1.7333333333333334,0,0.0,Sunday,1
Other_Activity,2011-07-17 07:14:38,2.5833333333333335,0,0.0,Sunday,1
Other_Activity,2011-07-17 07:17:41,340.76666666666665,0,0.0,Sunday,1
Enter_Home,2011-07-17 12:58:27,1.1333333333333333,0,0.0,Sunday,1
Drink,2011-07-17 13:00:58,3.05,0,0.0,Sunday,1
Work_On_Computer,2011-07-17 13:04:14,33.15,0,0.0,Sunday,1
Other_Activity,2011-07-17 13:37:23,1.2,0,0.0,Sunday,1
Toilet,2011-07-17 13:38:44,1.25,0,0.0,Sunday,1
Other_Activity,2011-07-17 13:40:02,2.0,0,0.0,Sunday,1
Sleep,2011-07-17 13:42:02,42.15,0,0.0,Sunday,1
Other_Activity,2011-07-17 14:24:57,11.05,0,0.0,Sunday,1
Work_On_Computer,2011-07-17 14:36:00,18.383333333333333,0,0.0,Sunday,1
Toilet,2011-07-17 14:54:33,1.05,0,0.0,Sunday,1
Other_Activity,2011-07-17 14:56:54,1348.2833333333333,0,0.0,Sunday,1
Other_Activity,2011-07-18 13:25:33,1.0833333333333333,0,0.0,Monday,0
Toilet,2011-07-18 13:26:51,1.7,0,0.0,Monday,0
Other_Activity,2011-07-18 13:28:38,1.2666666666666666,0,0.0,Monday,0
Dress,2011-07-18 13:29:54,5.083333333333333,0,0.0,Monday,0
Cook_Lunch,2011-07-18 13:37:06,3.7,0,0.0,Monday,0
Eat_Lunch,2011-07-18 13:40:58,6.166666666666667,0,0.0,Monday,0
Work_On_Computer,2011-07-18 13:48:26,33.2,0,0.0,Monday,0
Drink,2011-07-18 14:21:57,2.0,0,0.0,Monday,0
Work_On_Computer,2011-07-18 14:24:06,33.7,0,0.0,Monday,0
Dress,2011-07-18 14:59:17,1.9166666666666667,0,0.0,Monday,0
Work_On_Computer,2011-07-18 15:01:23,8.116666666666667,0,0.0,Monday,0
Sleep,2011-07-18 15:09:56,54.38333333333333,0,0.0,Monday,0
Other_Activity,2011-07-18 16:06:00,75.98333333333333,0,0.0,Monday,0
Work_On_Computer,2011-07-18 17:22:13,31.333333333333332,0,0.0,Monday,0
Cook_Dinner,2011-07-18 17:53:43,2.816666666666667,0,0.0,Monday,0
Other_Activity,2011-07-18 17:57:45,1.0166666666666666,0,0.0,Monday,0
Cook_Dinner,2011-07-18 17:58:49,1.2333333333333334,0,0.0,Monday,0
Other_Activity,2011-07-18 18:00:04,1.8333333333333333,0,0.0,Monday,0
Eat_Dinner,2011-07-18 18:02:40,15.583333333333334,0,0.0,Monday,0
Watch_TV,2011-07-18 18:19:33,37.9,0,0.0,Monday,0
Other_Activity,2011-07-18 18:57:27,1.8833333333333333,0,0.0,Monday,0
Toilet,2011-07-18 18:59:25,1.25,0,0.0,Monday,0
Work,2011-07-18 19:00:53,14.4,0,0.0,Monday,0
Leave_Home,2011-07-18 19:15:23,2.466666666666667,0,0.0,Monday,0
Other_Activity,2011-07-18 19:17:51,130.95,0,0.0,Monday,0
Work_On_Computer,2011-07-18 21:29:07,32.333333333333336,0,0.0,Monday,0
Work_On_Computer,2011-07-18 22:02:03,7.4,0,0.0,Monday,0
Work_On_Computer,2011-07-18 22:10:19,15.033333333333333,0,0.0,Monday,0
Toilet,2011-07-18 22:26:01,1.7,0,0.0,Monday,0
Dress,2011-07-18 22:29:25,2.533333333333333,0,0.0,Monday,0
Other_Activity,2011-07-18 22:31:57,1.6833333333333333,0,0.0,Monday,0
Sleep,2011-07-18 22:33:38,504.98333333333335,0,0.0,Monday,0
Personal_Hygiene,2011-07-19 06:59:00,11.35,0,0.0,Tuesday,0
Other_Activity,2011-07-19 07:11:08,1.8,0,0.0,Tuesday,0
Relax,2011-07-19 07:12:56,4.066666666666666,0,0.0,Tuesday,0
Other_Activity,2011-07-19 07:17:00,1.25,0,0.0,Tuesday,0
Cook_Breakfast,2011-07-19 07:18:57,1.35,0,0.0,Tuesday,0
Eat_Breakfast,2011-07-19 07:20:42,10.416666666666666,0,0.0,Tuesday,0
Read,2011-07-19 07:31:07,69.83333333333333,0,0.0,Tuesday,0
Groom,2011-07-19 08:41:52,3.1666666666666665,0,0.0,Tuesday,0
Dress,2011-07-19 08:45:14,1.25,0,0.0,Tuesday,0
Leave_Home,2011-07-19 08:47:57,1.45,0,0.0,Tuesday,0
Other_Activity,2011-07-19 08:49:24,59.766666666666666,0,0.0,Tuesday,0
Bathe,2011-07-19 09:49:46,14.833333333333334,0,0.0,Tuesday,0
Dress,2011-07-19 10:05:11,5.516666666666667,0,0.0,Tuesday,0
Drink,2011-07-19 10:11:08,1.75,0,0.0,Tuesday,0
Toilet,2011-07-19 10:13:14,1.3666666666666667,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 10:15:00,30.816666666666666,0,0.0,Tuesday,0
Toilet,2011-07-19 10:46:01,2.8666666666666667,0,0.0,Tuesday,0
Dress,2011-07-19 10:49:11,2.4833333333333334,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 10:51:56,5.95,0,0.0,Tuesday,0
Drink,2011-07-19 10:58:01,1.1833333333333333,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 10:59:21,47.8,0,0.0,Tuesday,0
Cook_Lunch,2011-07-19 11:47:18,2.966666666666667,0,0.0,Tuesday,0
Eat_Lunch,2011-07-19 11:50:25,15.116666666666667,0,0.0,Tuesday,0
Wash_Lunch_Dishes,2011-07-19 12:05:45,1.6,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 12:08:03,75.0,0,0.0,Tuesday,0
Other_Activity,2011-07-19 13:23:03,1.4666666666666666,0,0.0,Tuesday,0
Toilet,2011-07-19 13:24:34,2.216666666666667,0,0.0,Tuesday,0
Other_Activity,2011-07-19 13:27:16,6.266666666666667,0,0.0,Tuesday,0
Leave_Home,2011-07-19 13:33:32,3.5,0,0.0,Tuesday,0
Other_Activity,2011-07-19 13:37:02,14.516666666666667,0,0.0,Tuesday,0
Entertain_Guests,2011-07-19 13:52:06,180.33333333333334,0,0.0,Tuesday,0
Leave_Home,2011-07-19 16:52:26,4.6,0,0.0,Tuesday,0
Other_Activity,2011-07-19 16:57:02,4.333333333333333,0,0.0,Tuesday,0
Entertain_Guests,2011-07-19 17:01:40,51.55,0,0.0,Tuesday,0
Leave_Home,2011-07-19 17:53:13,2.533333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-19 17:55:45,103.55,0,0.0,Tuesday,0
Drink,2011-07-19 19:39:32,2.816666666666667,0,0.0,Tuesday,0
Drink,2011-07-19 19:43:14,1.6166666666666667,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 19:45:03,79.8,0,0.0,Tuesday,0
Toilet,2011-07-19 21:05:25,1.6,0,0.0,Tuesday,0
Leave_Home,2011-07-19 21:07:09,5.933333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-19 21:13:05,14.566666666666666,0,0.0,Tuesday,0
Work_On_Computer,2011-07-19 21:27:57,22.95,0,0.0,Tuesday,0
Other_Activity,2011-07-19 21:50:54,2.8333333333333335,0,0.0,Tuesday,0
Step_Out,2011-07-19 21:53:44,1.55,0,0.0,Tuesday,0
Other_Activity,2011-07-19 21:55:17,2.183333333333333,0,0.0,Tuesday,0
Dress,2011-07-19 21:57:28,3.4,0,0.0,Tuesday,0
Evening_Meds,2011-07-19 22:01:19,1.4666666666666666,0,0.0,Tuesday,0
Other_Activity,2011-07-19 22:02:50,3.85,0,0.0,Tuesday,0
Cook,2011-07-19 22:06:44,7.7,0,0.0,Tuesday,0
Eat,2011-07-19 22:14:36,8.366666666666667,0,0.0,Tuesday,0
Watch_TV,2011-07-19 22:25:00,6.75,0,0.0,Tuesday,0
Other_Activity,2011-07-19 22:31:47,1.2166666666666666,0,0.0,Tuesday,0
Sleep,2011-07-19 22:33:00,507.15,1,2.0,Tuesday,0
Other_Activity,2011-07-20 07:04:59,3.4,0,0.0,Wednesday,0
Personal_Hygiene,2011-07-20 07:08:23,8.683333333333334,0,0.0,Wednesday,0
Dress,2011-07-20 07:17:46,4.666666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-20 07:23:34,2.533333333333333,0,0.0,Wednesday,0
Cook_Breakfast,2011-07-20 07:26:06,1.2833333333333334,0,0.0,Wednesday,0
Eat_Breakfast,2011-07-20 07:27:34,11.933333333333334,0,0.0,Wednesday,0
Read,2011-07-20 07:39:30,14.316666666666666,0,0.0,Wednesday,0
Wash_Breakfast_Dishes,2011-07-20 07:54:02,1.5166666666666666,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 07:56:16,52.1,0,0.0,Wednesday,0
Groom,2011-07-20 08:48:55,3.15,0,0.0,Wednesday,0
Other_Activity,2011-07-20 08:52:07,1.45,0,0.0,Wednesday,0
Leave_Home,2011-07-20 08:53:34,1.5833333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-20 08:55:09,92.43333333333334,0,0.0,Wednesday,0
Bathe,2011-07-20 10:28:11,8.516666666666667,0,0.0,Wednesday,0
Dress,2011-07-20 10:37:07,9.45,0,0.0,Wednesday,0
Other_Activity,2011-07-20 10:46:34,1.15,0,0.0,Wednesday,0
Other_Activity,2011-07-20 10:47:49,1.7333333333333334,0,0.0,Wednesday,0
Step_Out,2011-07-20 10:50:05,2.1,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 10:52:18,30.266666666666666,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 11:23:23,55.833333333333336,0,0.0,Wednesday,0
Cook_Lunch,2011-07-20 12:19:25,3.966666666666667,0,0.0,Wednesday,0
Eat_Lunch,2011-07-20 12:23:33,12.383333333333333,0,0.0,Wednesday,0
Wash_Lunch_Dishes,2011-07-20 12:36:04,1.25,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 12:37:45,27.75,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 13:06:27,48.03333333333333,0,0.0,Wednesday,0
Read,2011-07-20 13:55:11,18.05,0,0.0,Wednesday,0
Other_Activity,2011-07-20 14:14:17,1.7166666666666666,0,0.0,Wednesday,0
Read,2011-07-20 14:16:00,52.86666666666667,0,0.0,Wednesday,0
Read,2011-07-20 15:09:09,1.1666666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-20 15:10:19,2.5,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 15:12:49,35.416666666666664,0,0.0,Wednesday,0
Toilet,2011-07-20 15:48:30,2.7,0,0.0,Wednesday,0
Other_Activity,2011-07-20 15:51:16,3.0833333333333335,0,0.0,Wednesday,0
Leave_Home,2011-07-20 15:54:21,3.8666666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-20 15:58:13,58.733333333333334,0,0.0,Wednesday,0
Other_Activity,2011-07-20 16:57:08,1.5166666666666666,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 16:58:41,31.133333333333333,0,0.0,Wednesday,0
Watch_TV,2011-07-20 17:30:44,22.366666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-20 17:54:07,3.7333333333333334,0,0.0,Wednesday,0
Work,2011-07-20 17:59:10,3.3333333333333335,0,0.0,Wednesday,0
Leave_Home,2011-07-20 18:02:36,1.25,0,0.0,Wednesday,0
Other_Activity,2011-07-20 18:03:51,202.63333333333333,0,0.0,Wednesday,0
Work_On_Computer,2011-07-20 21:28:09,27.616666666666667,0,0.0,Wednesday,0
Dress,2011-07-20 21:56:12,7.4,0,0.0,Wednesday,0
Evening_Meds,2011-07-20 22:03:47,1.1666666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-20 22:05:01,1.2666666666666666,0,0.0,Wednesday,0
Sleep,2011-07-20 22:06:17,519.7666666666667,1,2.35,Wednesday,0
Personal_Hygiene,2011-07-21 06:49:26,3.0833333333333335,0,0.0,Thursday,0
Personal_Hygiene,2011-07-21 06:52:57,7.05,0,0.0,Thursday,0
Cook_Breakfast,2011-07-21 07:01:02,5.85,0,0.0,Thursday,0
Other_Activity,2011-07-21 07:06:54,3.75,0,0.0,Thursday,0
Eat_Breakfast,2011-07-21 07:10:39,12.25,0,0.0,Thursday,0
Other_Activity,2011-07-21 07:22:54,1.0666666666666667,0,0.0,Thursday,0
Drink,2011-07-21 07:23:59,1.35,0,0.0,Thursday,0
Read,2011-07-21 07:25:33,40.25,0,0.0,Thursday,0
Personal_Hygiene,2011-07-21 08:06:14,5.45,0,0.0,Thursday,0
Work_On_Computer,2011-07-21 08:12:10,20.533333333333335,0,0.0,Thursday,0
Toilet,2011-07-21 08:33:31,2.466666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-21 08:36:21,1.0166666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-21 08:38:19,51.28333333333333,0,0.0,Thursday,0
Bathe,2011-07-21 09:30:11,9.4,0,0.0,Thursday,0
Groom,2011-07-21 09:39:56,5.866666666666666,0,0.0,Thursday,0
Dress,2011-07-21 09:46:09,5.55,0,0.0,Thursday,0
Other_Activity,2011-07-21 09:51:42,1.8166666666666667,0,0.0,Thursday,0
Toilet,2011-07-21 09:54:46,1.1833333333333333,0,0.0,Thursday,0
Other_Activity,2011-07-21 09:56:17,1.1,0,0.0,Thursday,0
Work,2011-07-21 09:58:27,4.75,0,0.0,Thursday,0
Other_Activity,2011-07-21 10:04:23,316.01666666666665,0,0.0,Thursday,0
Toilet,2011-07-21 15:20:57,1.3,0,0.0,Thursday,0
Other_Activity,2011-07-21 15:22:17,2.6333333333333333,0,0.0,Thursday,0
